"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Alejandro Sanz","Mohammad","M","21","Rodriguez","277.2371","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Y solo se me ocurre amarte (Unplugged)","88"
"UNKLE","Matthew","M","73","Jones","295.54893","paid","Janesville-Beloit, WI","957","Burn My Shadow","36"
"the bird and the bee","Mohammad","M","22","Rodriguez","225.17506","paid","Sacramento--Roseville--Arden-Arcade, CA","969","My Love","88"
"TRUSTcompany","Martin","M","0","Johnson","194.2722","free","Minneapolis-St. Paul-Bloomington, MN-WI","773","Take It All","55"
"Pixies","Matthew","M","74","Jones","229.3024","paid","Janesville-Beloit, WI","957","Where Is My Mind?","36"
"Faith No More","Mohammad","M","23","Rodriguez","249.86077","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Last Cup Of Sorrow","88"
"Big Tymers","Matthew","M","75","Jones","289.95873","paid","Janesville-Beloit, WI","957","Rocky","36"
"The Darkness","Mohammad","M","24","Rodriguez","217.05098","paid","Sacramento--Roseville--Arden-Arcade, CA","969","I Believe In A Thing Called Love","88"
"D Black","Matthew","M","76","Jones","261.14567","paid","Janesville-Beloit, WI","957","Mais E Mais Amor","36"
"Craig Mack","Mohammad","M","25","Rodriguez","218.04363","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Flava In Your Ear","88"
"DAVE MATTHEWS BAND","Tegan","F","15","Levine","71.81016","paid","Portland-South Portland, ME","992","Grux","80"
"Sugar Pie DeSanto","Tegan","F","16","Levine","169.50812","paid","Portland-South Portland, ME","992","Soulful Dress","80"
"Mickie Krause","Mohammad","M","26","Rodriguez","204.17261","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West)","88"
"Mikel Erentxun","Tegan","F","17","Levine","178.83383","paid","Portland-South Portland, ME","992","Frases Mudas","80"
"Sigur RÃÂ³s","Mohammad","M","27","Rodriguez","333.63546","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Gong","88"
"Two Door Cinema Club","Tegan","F","18","Levine","190.56281","paid","Portland-South Portland, ME","992","You Are Not Stubborn","80"
"Josh Turner","Tegan","F","19","Levine","208.84853","paid","Portland-South Portland, ME","992","Firecracker","80"
"El Gran Combo De Puerto Rico","Mohammad","M","28","Rodriguez","226.89914","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Sin Salsa No Hay ParaÃÂ­so","88"
"The Black Keys","Tegan","F","20","Levine","156.18567","paid","Portland-South Portland, ME","992","Heavy Soul ","80"
"Muse","Mohammad","M","29","Rodriguez","185.93914","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Yes Please","88"
"Rivers Cuomo","Tegan","F","21","Levine","219.48036","paid","Portland-South Portland, ME","992","The World We Love So Much","80"
"Man Man","Mohammad","M","30","Rodriguez","222.45832","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Van Helsing Boombox","88"
"Four Tet","Tegan","F","22","Levine","276.76689","paid","Portland-South Portland, ME","992","Untangle","80"
"Usher featuring will.i.am","Mohammad","M","31","Rodriguez","395.72853","paid","Sacramento--Roseville--Arden-Arcade, CA","969","OMG","88"
"The Grateful Dead","Tegan","F","23","Levine","351.9473","paid","Portland-South Portland, ME","992","Peggy-O [Studio Outtake]","80"
"Rilo Kiley","Mohammad","M","32","Rodriguez","270.99383","paid","Sacramento--Roseville--Arden-Arcade, CA","969","I Never (Album Version)","88"
"Leonard Cohen","Tegan","F","24","Levine","267.67628","paid","Portland-South Portland, ME","992","I'm Your Man","80"
"Justin Bieber","Mohammad","M","33","Rodriguez","191.55546","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Love Me","88"
"Olivier Darock","Tegan","F","25","Levine","391.10485","paid","Portland-South Portland, ME","992","Miss You","80"
"Anjulie","Mohammad","M","34","Rodriguez","187.76771","paid","Sacramento--Roseville--Arden-Arcade, CA","969","Addicted2Me","88"
"Rilo Kiley","Mohammad","M","35","Rodriguez","322.42893","paid","Sacramento--Roseville--Arden-Arcade, CA","969","A Man/Me/Then Jim (Album Version)","88"
"Florence + The Machine","Tegan","F","26","Levine","258.55955","paid","Portland-South Portland, ME","992","Cosmic Love","80"
"Daft Punk","Tegan","F","27","Levine","213.28934","paid","Portland-South Portland, ME","992","Harder Better Faster Stronger (Alive Radio Edit 2007)","80"
"R. Kelly","Jordan","F","0","Hicks","297.37751","free","Salinas, CA","935","Your Body's Callin'","37"
"Erykah Badu","Tegan","F","28","Levine","366.65424","paid","Portland-South Portland, ME","992","Fall In Love (your funeral)","80"
"C.J. Lewis","Jordan","F","1","Hicks","201.27302","free","Salinas, CA","935","Sweets For My Sweet","37"
"Modest Mouse","Tegan","F","29","Levine","190.35383","paid","Portland-South Portland, ME","992","Here It Comes","80"
"Lil Wayne / Bobby Valentino / Kidd Kidd","Tegan","F","30","Levine","286.95465","paid","Portland-South Portland, ME","992","Mrs. Officer","80"
"Pantera","Tegan","F","31","Levine","239.0722","paid","Portland-South Portland, ME","992","Becoming [Live Version]","80"
"Foo Fighters","Tegan","F","32","Levine","252.52526","paid","Portland-South Portland, ME","992","DOA","80"
"Jeremih","Tegan","F","33","Levine","220.55138","paid","Portland-South Portland, ME","992","My Ride","80"
"Charttraxx Karaoke","Tegan","F","34","Levine","225.17506","paid","Portland-South Portland, ME","992","Fireflies","80"
"Nirvana","Tegan","F","35","Levine","186.48771","paid","Portland-South Portland, ME","992","Breed","80"
"Kanye West","Tegan","F","36","Levine","311.84934","paid","Portland-South Portland, ME","992","Stronger","80"
"Kiuas","Tegan","F","37","Levine","265.24689","paid","Portland-South Portland, ME","992","The New Chapter","80"
"Wet Wet Wet","Tegan","F","38","Levine","237.71383","paid","Portland-South Portland, ME","992","Love Is All Around","80"
"Michael BublÃÂ©","Tegan","F","39","Levine","199.20934","paid","Portland-South Portland, ME","992","Come Fly With Me (Album Version)","80"
"Jody McBrayer","Tegan","F","40","Levine","247.19628","paid","Portland-South Portland, ME","992","To Ever Live Without Me","80"
"No Mercy","Tegan","F","41","Levine","240.8224","paid","Portland-South Portland, ME","992","Please Don't Go","80"
"Coldplay","Samuel","M","0","Gonzalez","47.64689","free","Houston-The Woodlands-Sugar Land, TX","876","Postcards From Far Away","61"
"Philippe Rochard","Samuel","M","1","Gonzalez","360.51546","free","Houston-The Woodlands-Sugar Land, TX","876","Crumpshit","61"
"Samy Deluxe","Tegan","F","43","Levine","238.36689","paid","Portland-South Portland, ME","992","Intro","80"
"Method Man","Tegan","F","44","Levine","196.75383","paid","Portland-South Portland, ME","992","Method Man","80"
"America","Samuel","M","2","Gonzalez","219.19302","free","Houston-The Woodlands-Sugar Land, TX","876","Love & Leaving","61"
"Pet Shop Boys With Dusty Springfield","Tegan","F","45","Levine","262.19057","paid","Portland-South Portland, ME","992","What Have I Done To Deserve This? (2001 Digital Remaster)","80"
"Paramore","Samuel","M","3","Gonzalez","267.65016","free","Houston-The Woodlands-Sugar Land, TX","876","The Only Exception (Album Version)","61"
"The Offspring","Tegan","F","46","Levine","239.93424","paid","Portland-South Portland, ME","992","We Are One","80"
"Markus Schulz Feat. Departure","Samuel","M","6","Gonzalez","543.58159","free","Houston-The Woodlands-Sugar Land, TX","876","Cause You Know","61"
"Lupe Fiasco feat. Nikki Jean","Tegan","F","47","Levine","242.49424","paid","Portland-South Portland, ME","992","Hip-Hop Saved My Life (feat. Nikki Jean) (Explicit Album Version)","80"
"ISRAEL & NEW BREED","Tegan","F","48","Levine","469.52444","paid","Portland-South Portland, ME","992","If Not For Your Grace","80"
"Florence + The Machine","Samuel","M","7","Gonzalez","80.87465","free","Houston-The Woodlands-Sugar Land, TX","876","Bird Song Intro","61"
"Crash Romeo","Tegan","F","49","Levine","170.84036","paid","Portland-South Portland, ME","992","Actions not words","80"
"Royksopp","Tegan","F","50","Levine","163.65669","paid","Portland-South Portland, ME","992","Happy Up Here","80"
"Cage The Elephant","Tegan","F","51","Levine","241.162","paid","Portland-South Portland, ME","992","In One Ear","80"
"The Unwinding Hours","Tegan","F","52","Levine","301.50485","paid","Portland-South Portland, ME","992","There Are Worse Things Than Being Alone","80"
"Shakira","Tegan","F","53","Levine","159.05914","paid","Portland-South Portland, ME","992","La Pared","80"
"Vader","Tegan","F","54","Levine","245.86404","paid","Portland-South Portland, ME","992","Fight Fire With Fire","80"
"Combichrist","Lily","F","0","Burns","336.14322","free","New York-Newark-Jersey City, NY-NJ-PA","958","red signal","32"
"Good Old War","Tegan","F","55","Levine","166.03383","paid","Portland-South Portland, ME","992","Just Another Day","80"
"Regina Spektor","Tegan","F","56","Levine","122.43546","paid","Portland-South Portland, ME","992","Baobabs (Bonus Album Version)","80"
"Cartola","Tegan","F","57","Levine","208.92689","paid","Portland-South Portland, ME","992","Sala De RecepÃÂ§ÃÂ£o","80"
"The Offspring","Tegan","F","58","Levine","175.04608","paid","Portland-South Portland, ME","992","Not the One (Album Version)","80"
"Nirvana","Tegan","F","59","Levine","257.01832","paid","Portland-South Portland, ME","992","Lithium","80"
"The Radio Dept.","Tegan","F","60","Levine","163.36934","paid","Portland-South Portland, ME","992","Where Damage Isn't Already Done","80"
"OlÃÂ© OlÃÂ©","Tegan","F","61","Levine","247.87546","paid","Portland-South Portland, ME","992","Con sÃÂ³lo una mirada","80"
"Lady GaGa","Tegan","F","62","Levine","274.18077","paid","Portland-South Portland, ME","992","Alejandro","80"
"The Temper Trap","Tegan","F","63","Levine","275.40853","paid","Portland-South Portland, ME","992","Fools","80"
"The Avett Brothers","Tegan","F","64","Levine","244.29669","paid","Portland-South Portland, ME","992","Go To Sleep","80"
"Rokia TraorÃÂ©","Stefany","F","0","White","274.88608","free","Lubbock, TX","693","Zen","83"
"Camila","Tucker","M","1","Garrison","230.81751","free","Oxnard-Thousand Oaks-Ventura, CA","555","Abrazame  (Version Acustica)","40"
"Carl Thomas","Tucker","M","0","Garrison","196.67546","free","Oxnard-Thousand Oaks-Ventura, CA","698","You Ain't Right (Album Version)","40"
"N.E.R.D.","James","M","0","Martin","242.99057","free","Dallas-Fort Worth-Arlington, TX","78","Provider (Remix Radio Edit)","79"
"Lil Jon / The East Side Boyz / DJ Flexx","Jacqueline","F","3","Lynch","285.30893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Aww Skeet Skeet","29"
"Enya","Jacqueline","F","4","Lynch","175.85587","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Sun In The Stream","29"
"Furthermore","Jacqueline","F","5","Lynch","278.41261","paid","Atlanta-Sandy Springs-Roswell, GA","589","We Need To Talk (She And I Album Version)","29"
"Kid Cudi / MGMT / Ratatat","Jacqueline","F","6","Lynch","295.67955","paid","Atlanta-Sandy Springs-Roswell, GA","589","Pursuit Of Happiness (nightmare)","29"
"Crosby_ Stills & Nash","Jacqueline","F","7","Lynch","186.90567","paid","Atlanta-Sandy Springs-Roswell, GA","589","Haven't We Lost Enough?  (LP Version)","29"
"Passion Pit","Jacqueline","F","8","Lynch","174.75873","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sleepyhead","29"
"Keith Sweat","Jacqueline","F","9","Lynch","295.78404","paid","Atlanta-Sandy Springs-Roswell, GA","589","Merry Go Round (Remastered Single Version)","29"
"Mariza","Molly","F","1","Taylor","166.5824","free","St. Louis, MO-IL","634","Rosa Branca","35"
"In Flames","Jacqueline","F","10","Lynch","202.84036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Like you better dead","29"
"Cute Is What We Aim For","Molly","F","2","Taylor","211.33016","free","St. Louis, MO-IL","634","Newport Living (Album Version)","35"
"The All-American Rejects","Jacqueline","F","11","Lynch","245.02812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Too Far Gone","29"
"Cam'Ron / Juelz Santana / Un Kasa","Molly","F","3","Taylor","228.38812","free","St. Louis, MO-IL","634","Take Em To Church","35"
"Sick Puppies","Jacqueline","F","12","Lynch","227.83955","paid","Atlanta-Sandy Springs-Roswell, GA","589","Don't Walk Away","29"
"Rapsusklei","Jacqueline","F","13","Lynch","263.96689","paid","Atlanta-Sandy Springs-Roswell, GA","589","Nube Inerte (con Aniki)","29"
"Jonezetta","Jacqueline","F","14","Lynch","35.63057","paid","Atlanta-Sandy Springs-Roswell, GA","589","Untitled","29"
"Cut Copy","Jacqueline","F","15","Lynch","237.50485","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Dream","29"
"BeyoncÃÂ©","Jacqueline","F","16","Lynch","261.74649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Halo","29"
"Easy Star All-Stars","Jacqueline","F","17","Lynch","198.94812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Getting Better (feat. The Mighty Diamonds)","29"
"Blue Man Group","Jacqueline","F","18","Lynch","205.76608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sing Along [Featuring Dave Matthews]","29"
"Carpark North","Jacqueline","F","19","Lynch","279.2224","paid","Atlanta-Sandy Springs-Roswell, GA","589","Run","29"
"The Fleetwoods","Jacqueline","F","20","Lynch","146.05016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Come Softly To Me","29"
"Radiohead","Jacqueline","F","21","Lynch","298.13506","paid","Atlanta-Sandy Springs-Roswell, GA","589","Let Down","29"
"Gorillaz","Jacqueline","F","22","Lynch","268.45995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Demon Days","29"
"Reginald Dixon","Jacqueline","F","23","Lynch","188.55138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Eton Boating Song/Wyoming Lullaby/The Wiffenpoof Song (Baa Baa Baa) (Medley)","29"
"Gorillaz","Jacqueline","F","24","Lynch","152.13669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Pirate Jet","29"
"OceanLab","Jacqueline","F","25","Lynch","440.842","paid","Atlanta-Sandy Springs-Roswell, GA","589","Clear Blue Water","29"
"Macy Gray","Jacqueline","F","26","Lynch","236.09424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Oh Yeah","29"
"David Bowie","Samuel","M","0","Gonzalez","174.41914","free","Houston-The Woodlands-Sugar Land, TX","690","Sorrow (1997 Digital Remaster)","61"
"Tavares","Jacqueline","F","27","Lynch","374.09914","paid","Atlanta-Sandy Springs-Roswell, GA","589","Don't Take Away The Music","29"
"The String Cheese Incident","Samuel","M","1","Gonzalez","392.35873","free","Houston-The Woodlands-Sugar Land, TX","690","Bigger Isn't Better","61"
"Pixies","Chloe","F","0","Roth","113.78893","free","Indianapolis-Carmel-Anderson, IN","511","Break My Body","78"
"Meet Me In St Louis","Jacqueline","F","28","Lynch","275.27791","paid","Atlanta-Sandy Springs-Roswell, GA","589","I've Got Knives In My Eyes I'm Going Home Sick","29"
"Syd Barrett","Jacqueline","F","29","Lynch","114.65098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Effervescing Elephant","29"
"Cat Stevens","Jacqueline","F","30","Lynch","167.6273","paid","Atlanta-Sandy Springs-Roswell, GA","589","If You Want To Sing Out_ Sing Out","29"
"Cosmic Gate","Kaylee","F","0","Summers","652.59057","free","Phoenix-Mesa-Scottsdale, AZ","675","I Feel Wonderful (AM to PM Mix)","8"
"Spoon","Jacqueline","F","31","Lynch","224.73098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Who Makes Your Money","29"
"The Dodos","Jacqueline","F","32","Lynch","282.53995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Fools","29"
"Cartola","Jacqueline","F","33","Lynch","127.242","paid","Atlanta-Sandy Springs-Roswell, GA","589","Tive Sim","29"
"Supertramp","Jacqueline","F","34","Lynch","264.38485","paid","Atlanta-Sandy Springs-Roswell, GA","589","It's Raining Again","29"
"The Ruts","Jacqueline","F","35","Lynch","338.96444","paid","Atlanta-Sandy Springs-Roswell, GA","589","West One (Shine On Me)","29"
"Marisa Monte","Jacqueline","F","36","Lynch","157.98812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Abololo","29"
"Smile Empty Soul","Jacqueline","F","37","Lynch","218.61832","paid","Atlanta-Sandy Springs-Roswell, GA","589","Bottom of a Bottle (Explicit Album Version)","29"
"M83","Jacqueline","F","38","Lynch","251.79383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Unrecorded","29"
"Beats Antique","Jacqueline","F","39","Lynch","185.46893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Roustabout (Bassnectar REMIX)","29"
"Why?","Jacqueline","F","40","Lynch","246.07302","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Vowels Pt. 2","29"
"Chris Clark","Jacqueline","F","41","Lynch","162.11546","paid","Atlanta-Sandy Springs-Roswell, GA","589","From Head To Toe","29"
"The Concretes","Jacqueline","F","42","Lynch","195.082","paid","Atlanta-Sandy Springs-Roswell, GA","589","On The Radio (Edit)","29"
"BeyoncÃÂ©","Jacqueline","F","43","Lynch","261.74649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Halo","29"
"Enya","Jacqueline","F","44","Lynch","218.53995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Only Time (Original Version)","29"
"CÃÂ©line Dion","Jacqueline","F","45","Lynch","219.37587","paid","Atlanta-Sandy Springs-Roswell, GA","589","Ne me plaignez pas","29"
"Rise Against","Jacqueline","F","46","Lynch","245.96853","paid","Atlanta-Sandy Springs-Roswell, GA","589","Audience Of One","29"
"Kaiser Chiefs","Jacqueline","F","47","Lynch","203.07546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Ruby","29"
"Jag Panzer","Jacqueline","F","48","Lynch","217.99138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Reign Of The Tyrants","29"
"My Chemical Romance","Jacqueline","F","49","Lynch","203.41506","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Ghost Of You (Album Version)","29"
"Zeromancer","Jacqueline","F","50","Lynch","360.85506","paid","Atlanta-Sandy Springs-Roswell, GA","589","Cupola","29"
"The Cardigans","Jacqueline","F","51","Lynch","197.38077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Losers","29"
"Future Rock","Jacqueline","F","52","Lynch","239.90812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Gears","29"
"Lady GaGa","Jacqueline","F","53","Lynch","274.18077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Alejandro","29"
"Keyshia Cole","Jacqueline","F","54","Lynch","227.60444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Superstar","29"
"Big Star","Jacqueline","F","55","Lynch","203.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","When My Baby's Beside Me","29"
"Armin van Buuren","Ryan","M","1","Smith","435.51302","free","San Jose-Sunnyvale-Santa Clara, CA","686","Hold On To Me","26"
"Harmonia","Jacqueline","F","56","Lynch","655.77751","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sehr kosmisch","29"
"Jermaine Jackson","Jacqueline","F","57","Lynch","206.8371","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Need You","29"
"The Sons Of the Pioneers","Jacqueline","F","58","Lynch","175.59465","paid","Atlanta-Sandy Springs-Roswell, GA","589","Cool Water","29"
"TiÃÂ«sto","Jacqueline","F","59","Lynch","231.73179","paid","Atlanta-Sandy Springs-Roswell, GA","589","In The Dark (ft. Christian Burns)","29"
"U2","Jacqueline","F","60","Lynch","247.66649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Window In The Skies","29"
"Kanye West / Nas / Really Doe","Jacqueline","F","61","Lynch","448.57424","paid","Atlanta-Sandy Springs-Roswell, GA","589","We Major","29"
"Radney Foster","Jacqueline","F","62","Lynch","288.96608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sweet And Wild","29"
"Binary Star","Jacqueline","F","63","Lynch","268.93016","paid","Atlanta-Sandy Springs-Roswell, GA","589","Solar Powered","29"
"Eminem","Jacqueline","F","64","Lynch","284.18567","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Real Slim Shady","29"
"Sick Puppies","Jacqueline","F","65","Lynch","248.58077","paid","Atlanta-Sandy Springs-Roswell, GA","589","What Are You Looking For","29"
"OneRepublic","Jacqueline","F","66","Lynch","224.67873","paid","Atlanta-Sandy Springs-Roswell, GA","589","Secrets","29"
"Say Anything","Jacqueline","F","67","Lynch","180.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Wow_ I Can Get Sexual Too","29"
"Nine Inch Nails","Jacqueline","F","68","Lynch","179.06893","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Warm Place","29"
"Bebe","Jacqueline","F","69","Lynch","234.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","El Golpe","29"
"Pennywise","Jacqueline","F","70","Lynch","138.05669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waste of Time","29"
"Justice","Jacqueline","F","71","Lynch","265.16853","paid","Atlanta-Sandy Springs-Roswell, GA","589","Waters Of Nazareth (album version)","29"
"Panic At The Disco","Jacqueline","F","72","Lynch","259.29098","paid","Atlanta-Sandy Springs-Roswell, GA","589","Behind The Sea [Live In Chicago]","29"
"Los LÃÂ¡tigos","Jacqueline","F","73","Lynch","122.17424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Besos Y Caricias","29"
"Sick Puppies","Jacqueline","F","74","Lynch","209.44934","paid","Atlanta-Sandy Springs-Roswell, GA","589","Maybe","29"
"David Crowder*Band","Jacqueline","F","75","Lynch","165.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Saw The Light","29"
"Supersister","Jacqueline","F","76","Lynch","606.06649","paid","Atlanta-Sandy Springs-Roswell, GA","589","A Girl Named You","29"
"Faith No More","Jacqueline","F","77","Lynch","249.86077","paid","Atlanta-Sandy Springs-Roswell, GA","589","Last Cup Of Sorrow","29"
"Jet Black Stare","Jacqueline","F","78","Lynch","211.30404","paid","Atlanta-Sandy Springs-Roswell, GA","589","Rearview Mirror","29"
"Muse","Jacqueline","F","80","Lynch","209.50159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Supermassive Black Hole (Twilight Soundtrack Version)","29"
"Nikka Costa","Jacqueline","F","81","Lynch","228.46649","paid","Atlanta-Sandy Springs-Roswell, GA","589","Just Because","29"
"The Black Keys","Jacqueline","F","82","Lynch","139.51955","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'll Be Your Man","29"
"ExposÃÂ©","Jacqueline","F","83","Lynch","249.41669","paid","Atlanta-Sandy Springs-Roswell, GA","589","Let Me Be The One","29"
"Otis Rush","Jacqueline","F","84","Lynch","142.62812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sit Down Baby","29"
"Wavves","Jacqueline","F","85","Lynch","193.59302","paid","Atlanta-Sandy Springs-Roswell, GA","589","So Bored","29"
"Taking Back Sunday","Jacqueline","F","86","Lynch","234.08281","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Ballad Of Sal Villanueva (Album Version)","29"
"Apocalyptica","Jacqueline","F","87","Lynch","206.15791","paid","Atlanta-Sandy Springs-Roswell, GA","589","Quutamo","29"
"Reel Big Fish","Jacqueline","F","88","Lynch","158.51057","paid","Atlanta-Sandy Springs-Roswell, GA","589","Turn The Radio Off","29"
"Love Shop","Jacqueline","F","89","Lynch","308.1922","paid","Atlanta-Sandy Springs-Roswell, GA","589","En Nat Bliver Det Sommer","29"
"Erin McKeown","Jacqueline","F","90","Lynch","338.46812","paid","Atlanta-Sandy Springs-Roswell, GA","589","Fast As I Can","29"
"Deadmau5","Jacqueline","F","91","Lynch","463.04608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Slip","29"
"Guns N' Roses","Jacqueline","F","92","Lynch","322.2722","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Garden","29"
"Dntel","Jacqueline","F","93","Lynch","226.82077","paid","Atlanta-Sandy Springs-Roswell, GA","589","I'd Like To Know","29"
"Faron Young","Jacqueline","F","94","Lynch","135.31383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello Walls","29"
"Fonseca","Jacqueline","F","95","Lynch","276.03546","paid","Atlanta-Sandy Springs-Roswell, GA","589","Como Me Mira","29"
"Platero Y Tu","Magdalene","F","0","Herman","133.61587","free","Dallas-Fort Worth-Arlington, TX","656","Imanol","77"
"Goldfrapp","Jacqueline","F","96","Lynch","285.36118","paid","Atlanta-Sandy Springs-Roswell, GA","589","Beautiful","29"
"Simon Harris","Magdalene","F","1","Herman","195.83955","free","Dallas-Fort Worth-Arlington, TX","656","Sample Track 2","77"
"Hoobastank","Jacqueline","F","97","Lynch","202.57914","paid","Atlanta-Sandy Springs-Roswell, GA","589","Up And Gone","29"
"Various Artists - Delicious Vinyl","Jacqueline","F","98","Lynch","264.25424","paid","Atlanta-Sandy Springs-Roswell, GA","589","Bust A Move","29"
"Buena Vista Social Club","Jacqueline","F","99","Lynch","174.28853","paid","Atlanta-Sandy Springs-Roswell, GA","589","La Bayamesa","29"
"Train","Jacqueline","F","100","Lynch","205.45261","paid","Atlanta-Sandy Springs-Roswell, GA","589","Marry Me","29"
"Diam's","Jacqueline","F","102","Lynch","250.72281","paid","Atlanta-Sandy Springs-Roswell, GA","589","Dans Ma Bulle (Edit Radio - Live 2006)","29"
"Seal","Jacqueline","F","103","Lynch","288.9922","paid","Atlanta-Sandy Springs-Roswell, GA","589","The Beginning (Single Remix)","29"
"Flying Lotus","Jacqueline","F","104","Lynch","191.16363","paid","Atlanta-Sandy Springs-Roswell, GA","589","Hello","29"
"Belouis Some","Jacqueline","F","105","Lynch","331.15383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imagination (12'' Version)","29"
"Estuera","Chloe","F","1","Cuevas","505.44281","paid","San Francisco-Oakland-Hayward, CA","695","Palma Solane","49"
"The Fray","Jacqueline","F","106","Lynch","256.60036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Never Say Never","29"
"Muse","Jacqueline","F","107","Lynch","223.63383","paid","Atlanta-Sandy Springs-Roswell, GA","589","Sunburn [Live]","29"
"The Libertines","Chloe","F","2","Cuevas","160.39138","paid","San Francisco-Oakland-Hayward, CA","695","Up The Bracket","49"
"Taylor Swift","Jacqueline","F","108","Lynch","233.89995","paid","Atlanta-Sandy Springs-Roswell, GA","589","Love Story","29"
"Bobby Lee","Jacqueline","F","109","Lynch","247.43138","paid","Atlanta-Sandy Springs-Roswell, GA","589","Be Aware","29"
"Great White","Jacqueline","F","110","Lynch","357.14567","paid","Atlanta-Sandy Springs-Roswell, GA","589","House Of Broken Love","29"
"Boys Noize","Jacqueline","F","112","Lynch","330.762","paid","Atlanta-Sandy Springs-Roswell, GA","589","DonÃÂ´t Believe The Hype","29"
"Katy Perry","Jacqueline","F","113","Lynch","179.40853","paid","Atlanta-Sandy Springs-Roswell, GA","589","I Kissed A Girl","29"
"Platero Y Tu","Jacqueline","F","114","Lynch","133.61587","paid","Atlanta-Sandy Springs-Roswell, GA","589","Imanol","29"
"Kim Carnes","Jacqueline","F","115","Lynch","217.28608","paid","Atlanta-Sandy Springs-Roswell, GA","589","Crazy In The Night (Barking At Airplanes)","29"
"Apollo 100","Jacqueline","F","116","Lynch","163.42159","paid","Atlanta-Sandy Springs-Roswell, GA","589","Joy","29"
"The Black Keys","Jacqueline","F","117","Lynch","191.76444","paid","Atlanta-Sandy Springs-Roswell, GA","589","Howlin For You","29"
"Gorod","Jacqueline","F","118","Lynch","291.02975","paid","Atlanta-Sandy Springs-Roswell, GA","589","Disavow your God (Album Version)","29"
"Jack Johnson","Jacqueline","F","123","Lynch","264.82893","paid","Atlanta-Sandy Springs-Roswell, GA","589","Monsoon","29"
"M.I.A.","Chloe","F","5","Cuevas","206.13179","paid","San Francisco-Oakland-Hayward, CA","695","Paper Planes","49"
"Caribou","Jacqueline","F","124","Lynch","315.48036","paid","Atlanta-Sandy Springs-Roswell, GA","589","Odessa","29"
